transaction_id,amount,time,merchant,category,location,device,ip_address,user_id
780,69.48,6:15 PM,A,retail,JP,tablet,192.168.207.217,1676
781,44.41,1:45 AM,A,retail,JP,mobile,192.168.43.181,1154
782,0.08,10:30 PM,B,entertainment,US,tablet,192.168.108.153,1532
783,47.16,5:45 PM,C,services,AU,mobile,192.168.176.166,1408
784,1.38,9:30 AM,C,entertainment,CA,mobile,192.168.85.9,1743
785,70.16,3:00 AM,D,food,JP,tablet,192.168.58.221,1717
786,50.6,8:30 PM,E,retail,UK,mobile,192.168.7.225,1681
787,29.01,12:15 PM,E,entertainment,JP,desktop,192.168.213.229,1582
788,41.05,7:30 PM,D,travel,US,tablet,192.168.105.186,1680
789,37.44,11:15 AM,C,entertainment,AU,tablet,192.168.47.41,1451
790,692.4,1:45 PM,B,services,UK,mobile,192.168.189.171,1521
791,22.14,1:30 AM,E,entertainment,AU,desktop,192.168.169.169,1789
792,15.06,3:15 PM,E,retail,CA,mobile,192.168.202.124,1244
793,54.16,6:45 AM,C,entertainment,US,mobile,192.168.246.169,1896
794,28.04,1:30 PM,D,entertainment,US,desktop,192.168.37.194,1302
795,58.14,3:30 PM,C,entertainment,CA,desktop,192.168.62.222,1642
796,3.46,11:30 AM,B,services,JP,desktop,192.168.227.126,1651
797,503.76,2:15 AM,B,travel,JP,desktop,192.168.9.60,1217
798,5.87,11:30 AM,D,retail,US,mobile,192.168.234.37,1567
799,479.52,11:00 AM,B,travel,AU,desktop,192.168.220.54,1421
800,440.0,5:15 AM,B,entertainment,UK,desktop,192.168.79.230,1668
801,41.4,10:45 AM,E,entertainment,AU,tablet,192.168.171.59,1864
802,85.33,11:45 PM,B,travel,CA,tablet,192.168.58.85,1724
803,70.79,7:45 PM,A,travel,CA,desktop,192.168.79.151,1887
804,20.48,9:45 PM,A,retail,JP,mobile,192.168.253.76,1623
805,4.28,2:30 AM,C,entertainment,UK,tablet,192.168.251.18,1382
806,60.22,2:45 PM,C,food,UK,tablet,192.168.254.39,1887
807,39.96,7:15 PM,E,retail,UK,desktop,192.168.108.43,1489
808,641.08,3:00 PM,A,services,AU,tablet,192.168.156.23,1309
809,70.04,5:30 PM,D,entertainment,US,mobile,192.168.239.148,1696
810,44.83,3:15 AM,E,entertainment,US,desktop,192.168.239.5,1889
811,6.23,7:45 AM,B,services,UK,desktop,192.168.226.187,1184
812,64.64,12:30 PM,C,travel,UK,desktop,192.168.13.119,1769
813,88.45,10:30 PM,C,food,CA,mobile,192.168.251.215,1568
814,44.76,6:45 AM,E,travel,JP,tablet,192.168.49.192,1279
815,21.33,1:00 AM,A,retail,JP,desktop,192.168.171.119,1356
816,7.06,7:00 PM,A,retail,CA,mobile,192.168.22.188,1870
817,38.84,4:15 PM,C,travel,US,desktop,192.168.248.186,1703
818,26.8,10:00 AM,B,travel,CA,tablet,192.168.40.23,1168
819,13.58,12:15 PM,D,entertainment,JP,tablet,192.168.131.223,1918
820,9.99,3:15 PM,C,entertainment,US,desktop,192.168.130.238,1815
821,3.02,9:00 AM,E,food,UK,tablet,192.168.67.237,1551
822,43.86,6:45 PM,A,retail,CA,desktop,192.168.7.108,1014
823,41.27,2:45 PM,E,retail,JP,desktop,192.168.143.6,1223
824,88.16,3:15 AM,B,services,UK,tablet,192.168.106.52,1213
825,47.91,2:15 AM,A,services,AU,desktop,192.168.147.204,1900
826,71.85,8:30 AM,D,retail,US,desktop,192.168.153.176,1497
827,42.55,3:15 AM,E,retail,UK,tablet,192.168.74.132,1418
828,41.72,9:00 AM,C,food,UK,desktop,192.168.9.157,1963
829,26.69,1:30 AM,A,food,AU,mobile,192.168.74.4,1599
830,37.74,9:30 PM,A,food,UK,tablet,192.168.134.146,1314
831,62.9,7:45 PM,E,food,JP,desktop,192.168.190.234,1558
832,34.71,6:45 AM,D,travel,UK,mobile,192.168.224.164,1856
833,27.42,11:15 PM,D,entertainment,CA,mobile,192.168.116.197,1865
834,21.76,10:45 PM,A,food,CA,desktop,192.168.142.127,1981
835,11.42,7:45 PM,C,retail,US,desktop,192.168.253.4,1078
836,62.37,3:30 PM,A,food,JP,tablet,192.168.2.62,1867
837,82.02,7:30 AM,C,services,US,mobile,192.168.103.132,1032
838,3.18,10:30 AM,A,retail,UK,desktop,192.168.24.31,1732
839,40.28,8:45 PM,B,food,CA,mobile,192.168.246.107,1684
840,6.71,10:30 AM,D,entertainment,UK,mobile,192.168.248.26,1905
841,20.71,2:45 AM,A,services,US,desktop,192.168.72.200,1843
842,59.98,5:30 AM,E,entertainment,UK,mobile,192.168.132.10,1300
843,67.48,9:30 AM,C,entertainment,AU,desktop,192.168.163.111,1984
844,601.76,3:00 AM,B,services,AU,desktop,192.168.228.195,1840
845,22.23,2:15 PM,D,entertainment,CA,mobile,192.168.195.189,1240
846,1054.76,7:45 AM,D,services,JP,desktop,192.168.38.85,1434
847,42.93,9:00 AM,A,food,CA,desktop,192.168.152.120,1412
848,64.84,9:00 PM,B,retail,US,desktop,192.168.197.88,1169
849,31.51,4:15 PM,B,travel,JP,mobile,192.168.101.233,1974
850,50.41,3:30 PM,E,food,UK,mobile,192.168.219.99,1573
851,23.22,9:15 AM,E,travel,AU,mobile,192.168.234.239,1217
852,32.7,9:00 AM,C,food,CA,mobile,192.168.79.190,1478
853,435.08,4:45 PM,E,services,AU,desktop,192.168.237.152,1491
854,56.58,5:30 AM,E,retail,UK,tablet,192.168.60.175,1764
855,416.84,9:15 AM,C,entertainment,US,tablet,192.168.145.91,1478
856,9.82,5:45 PM,C,entertainment,UK,tablet,192.168.66.250,1058
857,74.72,1:15 PM,D,services,UK,mobile,192.168.194.206,1261
858,412.88,9:00 PM,C,services,AU,tablet,192.168.196.153,1196
859,25.19,11:30 AM,A,travel,CA,tablet,192.168.251.57,1514
860,6.22,11:00 PM,D,services,UK,mobile,192.168.93.243,1155
861,49.26,8:15 AM,D,services,JP,mobile,192.168.227.119,1848
862,426.12,4:00 PM,E,retail,JP,tablet,192.168.21.100,1733
863,641.92,6:45 AM,B,food,US,desktop,192.168.214.90,1299
864,495.84,6:30 PM,B,entertainment,JP,desktop,192.168.176.203,1305
865,767.52,6:00 AM,E,services,JP,desktop,192.168.169.90,1613
866,75.92,7:15 AM,A,food,UK,desktop,192.168.130.51,1797
867,29.24,9:15 PM,D,services,JP,mobile,192.168.213.144,1176
868,46.3,12:45 PM,D,retail,AU,desktop,192.168.221.92,1501
869,23.88,7:15 AM,A,entertainment,CA,desktop,192.168.90.156,1199
870,86.45,5:00 AM,D,travel,US,mobile,192.168.10.155,1951
871,98.68,6:30 AM,C,retail,US,tablet,192.168.7.102,1355
872,10.27,6:30 PM,B,entertainment,UK,mobile,192.168.179.5,1576
873,1229.0,9:30 AM,C,services,UK,tablet,192.168.50.69,1451
874,41.66,4:45 AM,A,food,AU,tablet,192.168.72.120,1637
875,74.82,1:00 PM,E,services,CA,tablet,192.168.174.107,1706
876,918.52,3:00 PM,C,food,JP,mobile,192.168.49.212,1146
877,99.7,2:45 AM,D,services,US,desktop,192.168.159.244,1952
878,49.26,2:00 AM,C,retail,CA,desktop,192.168.23.159,1799
879,475.04,10:00 PM,B,travel,JP,desktop,192.168.141.252,1088
880,39.04,3:00 PM,C,travel,AU,desktop,192.168.136.79,1838
881,45.75,4:00 AM,D,entertainment,UK,desktop,192.168.129.216,1008
882,11.55,6:15 AM,B,services,JP,tablet,192.168.214.137,1848
883,65.26,9:15 AM,E,travel,UK,tablet,192.168.44.50,1552
884,53.51,4:15 AM,A,food,US,desktop,192.168.98.7,1780
885,73.0,10:00 AM,E,food,JP,mobile,192.168.49.215,1262
886,98.79,10:00 PM,E,services,AU,tablet,192.168.115.194,1621
887,12.39,1:45 PM,D,retail,US,mobile,192.168.78.233,1318
888,64.46,2:45 AM,E,retail,UK,tablet,192.168.15.162,1240
889,85.83,10:15 PM,D,entertainment,CA,mobile,192.168.88.254,1979
890,45.49,3:00 PM,E,food,US,desktop,192.168.213.151,1478
891,14.15,12:30 PM,D,retail,US,tablet,192.168.133.187,1339
892,537.76,10:30 PM,E,services,US,tablet,192.168.7.93,1977
893,14.72,9:15 AM,D,services,UK,tablet,192.168.124.242,1912
894,0.79,11:45 PM,A,travel,AU,desktop,192.168.39.7,1834
895,459.32,1:00 PM,C,food,UK,mobile,192.168.111.1,1690
896,68.7,1:15 PM,B,food,AU,mobile,192.168.113.115,1781
897,72.19,12:30 AM,E,travel,CA,desktop,192.168.141.68,1419
898,24.63,3:00 PM,A,food,US,desktop,192.168.163.196,1793
899,69.39,10:00 AM,C,travel,UK,mobile,192.168.40.224,1369
900,44.02,5:00 AM,B,retail,AU,desktop,192.168.177.89,1510
901,4.73,2:15 PM,D,food,CA,desktop,192.168.21.236,1883
902,6.33,7:30 AM,C,retail,JP,desktop,192.168.21.40,1508
903,54.87,7:15 AM,A,entertainment,UK,desktop,192.168.32.178,1842
904,17.43,5:00 PM,C,entertainment,AU,mobile,192.168.30.95,1548
905,0.34,6:00 AM,E,retail,JP,desktop,192.168.163.109,1361
906,17.42,7:15 AM,C,food,JP,mobile,192.168.240.119,1401
907,36.84,3:30 PM,D,retail,CA,mobile,192.168.253.128,1928
908,63.8,9:00 AM,D,travel,UK,tablet,192.168.19.133,1135
909,78.76,5:00 AM,E,entertainment,CA,desktop,192.168.61.85,1740
910,25.81,5:45 AM,B,travel,UK,mobile,192.168.68.21,1422
911,24.15,7:45 AM,B,retail,AU,tablet,192.168.55.229,1548
912,13.85,4:00 AM,C,entertainment,UK,mobile,192.168.202.220,1192
913,50.13,7:00 PM,D,food,US,tablet,192.168.46.1,1979
914,31.96,11:45 PM,A,travel,US,desktop,192.168.186.113,1559
915,5.93,8:15 AM,C,travel,UK,tablet,192.168.197.121,1869
916,31.56,7:15 PM,A,services,CA,desktop,192.168.13.40,1007
917,29.79,9:00 AM,B,travel,UK,tablet,192.168.229.150,1766
918,38.88,1:45 PM,E,entertainment,CA,mobile,192.168.121.21,1852
919,650.52,6:45 PM,B,services,AU,mobile,192.168.137.147,1567
920,14.61,10:30 PM,B,entertainment,JP,tablet,192.168.214.221,1605
921,651.12,8:15 AM,D,entertainment,CA,desktop,192.168.202.148,1580
922,1.36,9:30 PM,E,travel,AU,tablet,192.168.231.167,1926
923,422.04,2:45 AM,A,food,AU,tablet,192.168.43.197,1272
924,629.36,8:30 PM,C,retail,US,mobile,192.168.13.246,1552
925,13.12,6:00 PM,A,food,UK,tablet,192.168.26.206,1836
926,74.43,1:00 PM,A,entertainment,JP,desktop,192.168.131.171,1117
927,81.43,10:00 PM,E,retail,US,desktop,192.168.144.185,1772
928,526.08,7:00 AM,B,food,AU,desktop,192.168.245.126,1476
929,64.03,7:45 PM,B,services,JP,desktop,192.168.4.99,1132
930,77.77,5:30 AM,E,retail,CA,mobile,192.168.46.201,1689
931,93.27,11:30 AM,D,travel,CA,tablet,192.168.168.96,1774
932,15.89,7:45 AM,B,retail,AU,mobile,192.168.221.181,1559
933,16.17,5:15 PM,B,entertainment,JP,desktop,192.168.249.41,1606
934,566.88,2:30 PM,B,food,AU,mobile,192.168.127.155,1787
935,20.05,4:30 PM,B,retail,AU,tablet,192.168.21.100,1448
936,98.06,2:30 PM,A,services,AU,mobile,192.168.65.149,1699
937,45.56,4:45 PM,C,entertainment,UK,desktop,192.168.204.94,1053
938,16.55,6:15 AM,D,retail,CA,desktop,192.168.239.229,1666
939,10.41,1:45 AM,D,travel,UK,tablet,192.168.148.15,1706
940,19.42,2:00 AM,C,entertainment,CA,tablet,192.168.32.223,1039
941,438.16,9:15 PM,A,services,AU,mobile,192.168.95.36,1075
942,3.45,12:00 AM,C,entertainment,US,desktop,192.168.224.77,1733
943,17.82,5:00 AM,D,services,CA,mobile,192.168.156.113,1808
944,805.6,1:00 PM,D,travel,AU,mobile,192.168.14.62,1020
945,860.24,4:15 AM,B,services,JP,tablet,192.168.217.84,1427
946,0.92,2:30 AM,E,food,CA,desktop,192.168.149.28,1815
947,67.63,2:30 AM,A,retail,AU,tablet,192.168.7.153,1426
948,78.26,11:00 AM,A,food,AU,mobile,192.168.162.77,1448
949,16.83,1:45 AM,B,food,JP,tablet,192.168.112.47,1657
950,12.77,10:30 PM,B,food,US,tablet,192.168.112.22,1661
951,40.48,1:00 AM,E,food,UK,mobile,192.168.42.145,1591
952,761.36,11:45 PM,E,travel,CA,desktop,192.168.180.27,1902
953,1050.16,5:15 AM,B,travel,CA,tablet,192.168.84.65,1176
954,41.99,6:30 AM,C,services,CA,desktop,192.168.141.14,1428
955,37.38,6:15 AM,C,food,US,mobile,192.168.91.115,1876
956,91.75,12:30 PM,B,services,UK,tablet,192.168.31.140,1111
957,48.84,7:15 PM,E,travel,JP,desktop,192.168.216.154,1409
958,28.4,7:15 PM,D,food,AU,tablet,192.168.101.238,1815
959,686.8,2:45 PM,D,entertainment,AU,tablet,192.168.14.240,1638
960,2.95,3:00 PM,D,food,AU,desktop,192.168.160.127,1142
961,72.61,12:00 AM,A,food,US,desktop,192.168.98.189,1418
962,34.12,11:30 AM,A,travel,US,desktop,192.168.169.228,1135
963,77.51,2:30 AM,C,travel,AU,tablet,192.168.211.216,1992
964,67.51,11:30 AM,A,travel,AU,mobile,192.168.211.14,1237
965,542.32,6:45 PM,A,entertainment,AU,tablet,192.168.85.29,1753
966,83.92,8:45 PM,D,services,AU,tablet,192.168.168.250,1954
967,74.47,6:45 AM,C,entertainment,AU,tablet,192.168.215.84,1837
968,5.35,10:45 PM,C,entertainment,CA,desktop,192.168.34.242,1129
969,12.74,10:00 AM,B,entertainment,CA,mobile,192.168.176.202,1527
970,2.95,7:00 PM,D,entertainment,AU,tablet,192.168.237.184,1245
971,35.37,10:45 PM,D,services,CA,mobile,192.168.104.123,1941
972,594.04,6:45 PM,C,food,AU,desktop,192.168.58.249,1884
973,31.19,7:30 PM,C,travel,JP,desktop,192.168.205.156,1194
974,19.07,10:00 AM,A,entertainment,CA,tablet,192.168.150.254,1703
975,511.4,8:15 AM,B,retail,AU,desktop,192.168.216.181,1333
976,55.8,2:45 PM,E,services,AU,tablet,192.168.147.136,1063
977,46.73,7:45 PM,E,retail,CA,mobile,192.168.232.112,1418
978,516.32,4:30 AM,A,travel,JP,tablet,192.168.99.135,1737
979,54.2,11:30 PM,D,retail,CA,mobile,192.168.159.149,1011
980,25.81,10:45 PM,E,services,CA,desktop,192.168.214.75,1067
981,2.99,7:45 PM,D,services,US,tablet,192.168.111.69,1133
982,40.71,6:45 AM,C,retail,JP,desktop,192.168.163.140,1486
983,16.05,5:45 PM,A,food,CA,mobile,192.168.132.37,1916
984,63.92,1:00 PM,B,food,US,desktop,192.168.74.136,1519
985,29.25,9:45 PM,C,food,US,desktop,192.168.166.23,1059
986,720.8,9:00 PM,B,services,CA,mobile,192.168.139.68,1878
987,694.76,5:45 AM,E,entertainment,JP,mobile,192.168.143.31,1750
988,88.69,2:45 PM,A,food,CA,mobile,192.168.249.253,1379
989,51.74,12:15 PM,E,food,CA,mobile,192.168.36.94,1316
990,538.96,11:00 AM,A,food,CA,tablet,192.168.178.137,1424
991,97.47,6:30 PM,C,retail,US,mobile,192.168.62.10,1018
992,24.06,4:45 AM,C,entertainment,UK,desktop,192.168.207.8,1998
993,4.42,10:45 PM,B,retail,UK,tablet,192.168.178.72,1442
994,68.62,12:30 PM,D,travel,AU,mobile,192.168.38.91,1063
995,32.55,3:45 AM,B,travel,US,desktop,192.168.68.113,1721
996,18.63,1:45 AM,A,food,CA,mobile,192.168.216.143,1484
997,29.44,12:15 AM,A,travel,US,desktop,192.168.31.48,1925
998,14.14,12:15 PM,B,food,CA,tablet,192.168.194.223,1774
999,42.26,9:30 AM,D,travel,AU,mobile,192.168.124.135,1148
